City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
303,Dungarpur,IN,2020-08-20 03:32:37,23.83,73.72,80.94,84,100,6.17
304,Saint-Augustin,CA,2020-08-20 03:32:37,51.23,-58.65,56.08,96,51,5.12
305,Corrente,BR,2020-08-20 03:32:38,-3.74,-43.34,70.86,99,50,2.37
306,Turiacu,BR,2020-08-20 03:32:38,-1.66,-45.37,73.87,93,68,4.0
307,Geraldton,AU,2020-08-20 03:30:43,-28.77,114.6,64.4,55,72,14.99
308,Saint George,US,2020-08-20 03:30:36,37.1,-113.58,102.2,10,1,5.82
309,Mandali,IQ,2020-08-20 03:32:38,33.75,45.55,89.73,15,0,8.23
310,Ubinskoye,RU,2020-08-20 03:32:39,55.31,79.68,58.57,68,7,14.85
311,Harper,LR,2020-08-20 03:32:39,4.38,-7.72,74.48,88,100,9.44
312,Kungur,RU,2020-08-20 03:29:00,57.44,56.96,49.05,93,100,16.49
313,Kasane,BW,2020-08-20 03:32:39,-17.82,25.15,48.63,41,36,4.34
314,Sao Domingos,BR,2020-08-20 03:32:40,-13.4,-46.32,69.82,40,0,7.52
315,Nanyamba,TZ,2020-08-20 03:32:40,-10.68,39.83,71.6,94,40,2.17
316,Kavaratti,IN,2020-08-20 03:32:40,10.57,72.64,84.2,74,20,5.82
317,Manono,CD,2020-08-20 03:32:40,-7.3,27.42,67.78,37,76,2.15
318,Bayeux,BR,2020-08-20 03:32:40,-7.12,-34.93,69.8,100,20,3.36
319,Conchas,BR,2020-08-20 03:31:40,-23.02,-48.01,64.2,65,100,9.48
320,Baghdad,IQ,2020-08-20 03:32:41,33.34,44.4,75.2,50,0,4.7
321,Black River,JM,2020-08-20 03:32:41,18.03,-77.85,82.99,78,40,6.93
322,Potsdam,DE,2020-08-20 03:32:41,52.4,13.07,64.99,81,95,5.21
323,Olafsvik,IS,2020-08-20 03:32:41,64.89,-23.71,48.36,76,11,7.56
324,Iranshahr,IR,2020-08-20 03:32:42,27.2,60.68,95.0,36,98,1.1
325,Charagua,BO,2020-08-20 03:32:42,-19.8,-63.22,50.11,71,100,16.96
326,Chupa,RU,2020-08-20 03:32:42,66.27,33.05,56.98,88,75,5.28
327,Santo Antonio Do Ica,BR,2020-08-20 03:32:42,-3.1,-67.94,76.3,83,0,1.52
328,Mahenge,TZ,2020-08-20 03:32:43,-8.68,36.72,61.9,97,97,2.57
329,Aprilia,IT,2020-08-20 03:32:43,41.59,12.65,72.0,94,5,2.24
330,Marystown,CA,2020-08-20 03:32:43,47.17,-55.15,61.0,100,99,6.42
331,Kharp,RU,2020-08-20 03:32:43,66.8,65.81,66.02,49,0,13.27
332,Camopi,GF,2020-08-20 03:32:43,3.17,-52.32,73.33,96,81,3.2
333,Sept-Iles,CA,2020-08-20 03:28:02,50.2,-66.38,60.01,93,90,4.7
334,Kargopol,RU,2020-08-20 03:32:44,61.51,38.95,50.0,71,16,1.81
335,Igarapava,BR,2020-08-20 03:32:44,-20.04,-47.75,68.76,53,0,2.75
336,Vammala,FI,2020-08-20 03:32:44,61.33,22.9,55.0,100,0,1.12
337,Moose Factory,CA,2020-08-20 03:32:44,51.26,-80.61,59.0,72,90,2.24
338,Grand-Lahou,CI,2020-08-20 03:32:45,5.14,-5.02,73.76,93,56,6.31
339,Mizdah,LY,2020-08-20 03:32:45,31.45,12.98,71.73,61,0,2.06
340,Thunder Bay,CA,2020-08-20 03:31:16,48.4,-89.32,61.0,100,90,2.24
341,Klaksvik,FO,2020-08-20 03:32:45,62.23,-6.59,50.0,81,100,11.41
342,Issoire,FR,2020-08-20 03:32:46,45.55,3.25,71.6,56,0,4.7
343,Rovaniemi,FI,2020-08-20 03:32:46,66.5,25.72,57.2,100,90,5.82
344,Richards Bay,ZA,2020-08-20 03:32:46,-28.78,32.04,55.06,71,33,4.65
345,Jaru,BR,2020-08-20 03:32:46,-10.44,-62.47,78.87,39,72,1.48
346,Svetlyy,RU,2020-08-20 03:32:46,54.67,20.13,64.0,100,40,4.63
347,Volterra,IT,2020-08-20 03:32:47,43.4,10.86,69.01,93,0,1.99
348,Asfi,MA,2020-08-20 03:31:55,32.3,-9.24,68.5,82,0,10.65
349,Tromso,NO,2020-08-20 03:29:17,69.65,18.96,48.2,87,75,10.29
350,Tazmalt,DZ,2020-08-20 03:32:47,36.39,4.4,77.0,50,30,4.7
351,Portobelo,PA,2020-08-20 03:32:47,9.55,-79.65,78.8,100,75,4.45
352,Riyadh,SA,2020-08-20 03:31:14,24.69,46.72,77.0,27,35,6.42
353,Pervomayskoye,RU,2020-08-20 03:32:48,43.92,46.71,74.62,63,0,10.18
354,Cabo Rojo,PR,2020-08-20 03:32:48,18.09,-67.15,80.01,86,0,1.99
355,Nara,JP,2020-08-20 03:32:48,34.69,135.8,100.99,53,75,10.29
356,Brae,GB,2020-08-20 03:32:48,60.4,-1.35,59.0,93,32,16.11
357,Thinadhoo,MV,2020-08-20 03:30:20,0.53,72.93,83.66,62,77,3.33
358,Birao,CF,2020-08-20 03:32:49,10.28,22.79,67.78,96,96,1.92
359,Envira,BR,2020-08-20 03:32:49,-7.3,-70.22,77.86,64,16,2.42
360,Tessalit,ML,2020-08-20 03:32:49,20.2,1.01,84.76,46,66,8.03
361,Saveh,IR,2020-08-20 03:32:50,35.02,50.36,82.45,22,0,2.93
362,Talnakh,RU,2020-08-20 03:32:50,69.49,88.4,68.0,34,100,13.42
363,Shambu,ET,2020-08-20 03:32:50,9.57,37.1,50.95,100,94,0.74
364,Carutapera,BR,2020-08-20 03:27:55,-1.2,-46.02,77.2,84,98,7.4
365,Mbandaka,CD,2020-08-20 03:32:51,0.05,18.26,71.89,89,100,3.0
366,Rundu,NA,2020-08-20 03:32:51,-17.93,19.77,39.7,49,20,6.73
367,Den Helder,NL,2020-08-20 03:32:18,52.96,4.76,68.0,88,75,12.75
368,Funtua,NG,2020-08-20 03:32:52,11.52,7.31,69.96,94,68,8.55
369,Gweta,BW,2020-08-20 03:32:52,-20.18,25.23,47.68,92,0,7.87
370,Buraydah,SA,2020-08-20 03:32:52,26.33,43.98,77.0,27,37,2.24
371,Kosonsoy,UZ,2020-08-20 03:32:52,41.26,71.55,71.6,56,47,2.24
372,Eidsvag,NO,2020-08-20 03:32:52,62.78,8.07,59.0,87,95,3.36
373,Dobrinka,RU,2020-08-20 03:32:53,52.17,40.47,58.21,66,73,8.23
374,Usinsk,RU,2020-08-20 03:32:53,65.99,57.53,58.26,77,2,12.08
375,Praia Da Vitoria,PT,2020-08-20 03:32:53,38.73,-27.07,68.0,68,75,12.37
376,San Juan,AR,2020-08-20 03:28:51,-31.54,-68.54,39.31,63,0,3.89
377,Ostrovnoy,RU,2020-08-20 03:32:53,68.05,39.51,52.27,67,81,13.82
378,Jalu,LY,2020-08-20 03:32:54,29.03,21.55,74.28,65,0,8.25
379,Dudinka,RU,2020-08-20 03:32:54,69.41,86.18,68.0,34,100,13.42
380,Goderich,CA,2020-08-20 03:32:54,43.75,-81.72,57.0,84,25,7.47
381,Camapua,BR,2020-08-20 03:32:55,-19.53,-54.04,64.89,65,62,17.85
382,Jiwani,PK,2020-08-20 03:32:55,25.05,61.74,82.15,81,84,6.02
383,Flers,FR,2020-08-20 03:32:55,48.74,-0.57,66.2,88,84,12.75
384,The Valley,AI,2020-08-20 03:32:55,18.22,-63.06,84.2,66,20,9.17
385,Iskateley,RU,2020-08-20 03:32:56,67.68,53.15,54.73,86,100,11.39
386,Kargasok,RU,2020-08-20 03:32:56,59.06,80.86,57.6,91,89,9.69
387,Yashkul,RU,2020-08-20 03:32:56,46.17,45.34,77.07,38,0,5.17
388,Camacha,PT,2020-08-20 03:32:56,33.08,-16.33,73.4,83,40,5.82
389,Turkan,AZ,2020-08-20 03:32:56,40.36,50.22,69.8,77,0,2.24
390,Azangaro,PE,2020-08-20 03:32:57,-14.92,-70.22,39.76,80,53,4.52
391,Lamu,KE,2020-08-20 03:32:57,-2.27,40.9,76.05,85,33,14.09
392,Mantua,IT,2020-08-20 03:32:57,45.17,10.78,71.01,89,3,1.66
393,Garowe,SO,2020-08-20 03:32:57,8.41,48.48,77.29,67,73,21.09
394,Buy,RU,2020-08-20 03:32:58,58.48,41.53,48.13,75,0,3.36
395,Pyaozerskiy,RU,2020-08-20 03:32:58,65.83,31.17,57.42,94,92,4.94
396,Oltu,TR,2020-08-20 03:32:58,40.55,42.0,67.15,62,0,1.41
397,Kunya,NG,2020-08-20 03:32:58,12.22,8.53,69.8,100,20,6.93
398,Pocone,BR,2020-08-20 03:32:59,-16.26,-56.62,82.8,52,50,10.94
399,Kutum,SD,2020-08-20 03:32:59,14.2,24.67,72.18,77,100,9.53
400,Muros,ES,2020-08-20 03:32:59,42.78,-9.06,60.01,94,83,1.01
401,Tucurui,BR,2020-08-20 03:30:48,-3.77,-49.67,76.12,65,47,2.06
402,Mabaruma,GY,2020-08-20 03:33:00,8.2,-59.78,75.43,91,55,1.74
403,Axim,GH,2020-08-20 03:33:00,4.87,-2.24,74.59,89,65,9.37
404,Marigot,MF,2020-08-20 03:33:00,18.07,-63.08,84.2,66,20,9.17
405,Lesnica,RS,2020-08-20 03:33:00,44.65,19.31,62.01,100,0,1.12
406,Chapais,CA,2020-08-20 03:32:44,49.78,-74.85,48.2,93,1,5.82
407,Carbonia,IT,2020-08-20 03:33:01,39.17,8.52,71.6,88,5,2.24
408,Manacapuru,BR,2020-08-20 03:33:01,-3.3,-60.62,82.4,69,16,3.36
409,Igrim,RU,2020-08-20 03:33:01,63.19,64.42,53.53,95,100,10.96
410,Khuzdar,PK,2020-08-20 03:33:01,27.74,66.64,85.57,34,60,1.36
411,Estelle,US,2020-08-20 03:33:02,29.85,-90.11,84.0,94,75,2.3
412,Pio Xii,BR,2020-08-20 03:33:02,-3.83,-45.15,71.65,97,52,3.8
413,Rio Gallegos,AR,2020-08-20 03:33:02,-51.62,-69.22,42.8,81,42,27.51
414,Synya,RU,2020-08-20 03:33:02,65.37,58.04,58.05,81,15,6.64
415,Saint Anthony,US,2020-08-20 03:33:03,45.02,-93.22,75.2,64,1,8.05
416,Bilma,NE,2020-08-20 03:33:03,18.69,12.92,87.91,15,52,5.57
417,Hamilton,US,2020-08-20 03:28:59,39.18,-84.53,69.8,87,1,6.42
418,Arras,FR,2020-08-20 03:31:57,50.29,2.78,68.0,94,54,1.01
419,Mezen,RU,2020-08-20 03:33:03,65.85,44.24,50.27,67,1,6.2
420,Guadalajara,MX,2020-08-20 03:30:01,20.67,-103.33,69.8,73,75,0.92
421,Mount Pleasant,US,2020-08-20 03:29:38,32.79,-79.86,82.0,100,90,5.53
422,Praia,CV,2020-08-20 03:33:04,14.92,-23.51,78.8,74,40,5.82
423,Zaysan,KZ,2020-08-20 03:33:04,47.47,84.87,80.35,18,35,3.33
424,Karwar,IN,2020-08-20 03:33:05,14.8,74.13,80.71,82,84,12.48
425,Alto Araguaia,BR,2020-08-20 03:33:05,-17.31,-53.22,72.41,32,10,3.42
426,Vila Velha,BR,2020-08-20 03:33:06,-20.33,-40.29,75.99,78,20,13.87
427,Ekuvukeni,ZA,2020-08-20 03:33:06,-28.47,30.16,37.92,88,26,2.21
428,Volokonovka,RU,2020-08-20 03:29:53,50.48,37.86,61.79,86,11,5.91
429,Tamasane,BW,2020-08-20 03:33:06,-22.42,27.4,54.81,65,74,14.58
430,San Lorenzo,PY,2020-08-20 03:33:06,-25.33,-57.53,60.8,93,75,13.87
431,Zarasai,LT,2020-08-20 03:33:06,55.73,26.25,57.74,96,76,7.38
432,Trairi,BR,2020-08-20 03:33:07,-3.28,-39.27,75.2,86,27,7.74
433,Rajapur,IN,2020-08-20 03:33:07,25.38,81.15,89.29,64,42,11.27
434,Paamiut,GL,2020-08-20 03:33:07,61.99,-49.67,44.69,76,0,5.03
435,Atar,MR,2020-08-20 03:33:07,20.52,-13.05,86.67,52,0,13.29
436,Turukhansk,RU,2020-08-20 03:33:07,65.82,87.98,60.84,79,100,8.41
437,Arcos De La Frontera,ES,2020-08-20 03:33:08,36.75,-5.81,70.0,67,0,2.33
438,Pitimbu,BR,2020-08-20 03:33:08,-7.47,-34.81,69.8,100,20,3.36
439,Nagod,IN,2020-08-20 03:33:08,24.57,80.6,86.09,71,20,11.12
440,Ghorawal,IN,2020-08-20 03:33:08,24.77,82.78,84.16,75,19,13.29
441,Manicore,BR,2020-08-20 03:33:09,-5.81,-61.3,78.8,88,1,1.12
442,Kamenka,RU,2020-08-20 03:33:09,51.32,42.77,55.99,78,78,8.01
443,Kathmandu,NP,2020-08-20 03:33:09,27.72,85.32,73.4,94,75,3.36
444,Sayyan,YE,2020-08-20 03:33:09,15.17,44.32,66.51,53,72,3.96
445,Strezhevoy,RU,2020-08-20 03:33:10,60.73,77.59,57.2,87,40,6.71
446,Crotone,IT,2020-08-20 03:33:10,39.09,17.12,75.96,65,0,6.53
447,Sompeta,IN,2020-08-20 03:33:10,18.93,84.6,82.06,82,100,7.7
448,Manaus,BR,2020-08-20 03:32:39,-3.1,-60.02,84.2,70,30,4.7
449,New Smyrna Beach,US,2020-08-20 03:30:52,29.03,-80.93,77.0,94,20,7.23
450,Takoradi,GH,2020-08-20 03:33:11,4.88,-1.76,74.01,91,36,7.99
451,Pleshanovo,RU,2020-08-20 03:33:11,52.83,53.48,53.6,70,0,12.03
452,Antofagasta,CL,2020-08-20 03:33:11,-23.65,-70.4,57.2,67,75,6.93
453,Trinidad,BO,2020-08-20 03:33:11,-14.83,-64.9,76.3,64,72,9.46
454,Batsfjord,NO,2020-08-20 03:33:12,70.63,29.72,51.8,87,99,11.41
455,Sotik,KE,2020-08-20 03:33:12,-0.68,35.12,54.88,91,96,5.3
456,Isiro,CD,2020-08-20 03:33:12,2.77,27.62,67.41,96,99,1.86
457,Mbuguni,TZ,2020-08-20 03:33:12,-3.57,36.95,68.0,72,75,8.05
458,Nisia Floresta,BR,2020-08-20 03:33:13,-6.09,-35.21,71.6,88,90,5.82
459,Zinder,NE,2020-08-20 03:33:13,13.81,8.99,95.0,44,94,4.7
460,Treinta Y Tres,UY,2020-08-20 03:33:13,-33.23,-54.38,36.81,88,40,7.56
461,Adre,TD,2020-08-20 03:33:13,13.47,22.2,71.04,92,100,2.75
462,Bubaque,GW,2020-08-20 03:33:14,11.28,-15.83,80.92,81,97,6.02
463,Sarakhs,IR,2020-08-20 03:33:14,36.54,61.16,73.4,35,0,2.24
464,Sakakah,SA,2020-08-20 03:33:14,29.97,40.21,77.0,17,0,3.36
465,Boca Do Acre,BR,2020-08-20 03:33:14,-8.75,-67.4,80.53,55,34,0.74
466,Berbera,SO,2020-08-20 03:33:15,10.44,45.01,88.14,50,45,18.86
467,Nizwa,OM,2020-08-20 03:33:15,22.93,57.53,94.89,33,24,2.42
468,Malindi,KE,2020-08-20 03:33:15,-3.22,40.12,74.86,85,16,8.63
469,Harlingen,US,2020-08-20 03:28:34,26.19,-97.7,82.99,74,1,5.82
470,Uvinza,TZ,2020-08-20 03:33:15,-5.1,30.39,69.31,43,89,6.8
471,Saint-Paul,RE,2020-08-20 03:33:16,-21.01,55.27,66.2,88,90,11.41
472,Rio Branco Do Sul,BR,2020-08-20 03:33:16,-25.19,-49.31,57.0,99,100,1.99
473,Grenada,ES,2020-08-20 03:33:16,37.19,-3.61,66.2,52,0,2.24
474,Beloha,MG,2020-08-20 03:33:16,-25.17,45.05,66.69,84,98,4.63
475,Timra,SE,2020-08-20 03:33:16,62.49,17.33,61.0,100,90,3.36
476,Kuybysheve,UA,2020-08-20 03:33:17,47.36,36.65,71.55,47,61,5.66
477,Kudahuvadhoo,MV,2020-08-20 03:33:17,2.67,72.89,82.51,63,96,2.51
478,San Rafael Del Sur,NI,2020-08-20 03:33:17,11.85,-86.44,78.8,94,40,9.26
479,Kothapet,IN,2020-08-20 03:33:17,19.33,79.48,80.51,84,100,10.11
480,Rio Pardo,BR,2020-08-20 03:33:18,-29.99,-52.38,46.81,73,75,3.49
481,Tutoia,BR,2020-08-20 03:33:18,-2.76,-42.27,78.35,79,73,10.63
482,Puerto Ayora,EC,2020-08-20 03:33:18,-0.74,-90.35,66.0,95,94,8.01
483,Marawi,PH,2020-08-20 03:33:18,8.0,124.29,84.0,75,97,5.99
484,Garango,BF,2020-08-20 03:33:18,11.8,-0.55,74.03,88,69,6.2
485,Inongo,CD,2020-08-20 03:33:19,-1.95,18.27,69.22,87,56,2.86
486,Witu,KE,2020-08-20 03:33:19,-2.39,40.44,73.85,89,53,6.71
487,Inhambane,MZ,2020-08-20 03:33:19,-23.86,35.38,66.4,71,75,8.7
488,Assai,BR,2020-08-20 03:33:19,-23.37,-50.84,57.67,89,100,4.79
489,Santa Isabel Do Rio Negro,BR,2020-08-20 03:33:19,-0.41,-65.02,77.05,74,4,2.89
490,Skjervoy,NO,2020-08-20 03:33:20,70.03,20.97,50.07,74,94,3.11
491,Danville,US,2020-08-20 03:33:20,36.59,-79.39,71.6,83,1,4.18
492,Oprisor,RO,2020-08-20 03:33:20,44.28,23.08,66.0,87,84,1.01
493,Rabat,MA,2020-08-20 03:33:21,33.99,-6.84,66.0,93,40,2.48
494,Alenquer,BR,2020-08-20 03:33:21,-1.94,-54.74,78.8,94,68,4.7
495,Abha,SA,2020-08-20 03:33:21,18.22,42.51,69.8,59,53,5.91
496,Pailon,BO,2020-08-20 03:33:21,-17.65,-62.75,55.4,93,90,29.97
497,Coello,CO,2020-08-20 03:33:21,4.29,-74.9,78.26,71,98,4.43
498,Kalabo,ZM,2020-08-20 03:33:22,-14.97,22.68,51.3,40,19,7.76
499,Zharkent,KZ,2020-08-20 03:33:22,44.16,80.0,80.47,22,0,7.72
500,Yarada,IN,2020-08-20 03:33:22,17.65,83.27,80.6,88,90,14.99
501,Ribeira Brava,PT,2020-08-20 03:33:22,32.65,-17.07,71.6,78,40,3.36
502,Srivardhan,IN,2020-08-20 03:33:23,18.03,73.02,81.61,83,100,9.91
503,Gogrial,SS,2020-08-20 03:33:23,8.53,28.1,70.5,95,99,0.98
504,Bella Union,UY,2020-08-20 03:33:23,-30.28,-57.6,41.56,66,96,8.7
505,Cartagena,CO,2020-08-20 03:32:19,10.4,-75.51,80.6,85,100,7.27
506,Fuerte Olimpo,PY,2020-08-20 03:33:24,-21.04,-57.87,61.9,93,100,9.08
507,Abeche,TD,2020-08-20 03:33:24,13.83,20.83,73.29,87,100,8.48
508,Rafai,CF,2020-08-20 03:33:24,4.95,23.92,66.7,98,100,1.21
509,Santa Cruz Del Sur,CU,2020-08-20 03:33:24,20.71,-78.0,80.4,85,0,9.69
510,Amapa,BR,2020-08-20 03:33:25,1.0,-52.0,71.62,97,62,2.46
511,Arroyo,ES,2020-08-20 03:33:25,41.61,-4.8,66.0,39,0,5.82
512,Mahanje,TZ,2020-08-20 03:33:25,-9.93,35.33,56.97,87,26,3.11
513,Zlobin,HR,2020-08-20 03:33:25,45.29,14.65,69.8,64,61,4.7
514,Hualmay,PE,2020-08-20 03:33:25,-11.1,-77.61,59.86,83,55,9.17
515,San Pedro,PH,2020-08-20 03:33:26,14.35,121.02,88.0,70,98,3.36
516,Voyvozh,RU,2020-08-20 03:33:26,62.89,54.96,56.88,87,100,9.86
517,Dubai,AE,2020-08-20 03:32:12,25.26,55.3,95.0,79,32,4.7
518,Sao Jose Da Coroa Grande,BR,2020-08-20 03:33:27,-8.9,-35.15,72.72,83,98,4.07
519,Bonfim,BR,2020-08-20 03:33:27,3.08,-59.95,77.94,81,99,2.84
520,Palanga,LT,2020-08-20 03:33:27,55.92,21.07,62.6,93,92,5.82
521,Turayf,SA,2020-08-20 03:33:27,31.67,38.66,71.6,56,0,8.05
522,Dingle,PH,2020-08-20 03:33:27,11.0,122.67,81.82,82,100,5.3
523,Eyl,SO,2020-08-20 03:33:28,7.98,49.82,80.37,68,50,20.38
524,Barcelos,PT,2020-08-20 03:33:28,41.54,-8.62,66.0,100,90,6.93
525,Soloneshnoye,RU,2020-08-20 03:33:28,51.65,84.32,73.51,34,5,4.27
526,San Matias,BO,2020-08-20 03:33:28,-16.37,-58.4,78.57,67,74,10.13
527,At-Bashi,KG,2020-08-20 03:33:28,41.17,75.81,63.93,36,3,2.28
528,Taltal,CL,2020-08-20 03:33:29,-25.4,-70.48,51.3,72,0,2.64
529,Verkhnyaya Pyshma,RU,2020-08-20 03:33:29,56.97,60.58,51.8,100,90,15.66
530,Pau,FR,2020-08-20 03:33:29,43.42,-0.58,66.2,77,0,3.36
531,Arenapolis,BR,2020-08-20 03:33:29,-14.45,-56.85,78.42,30,32,3.09
532,Polovinnoye,RU,2020-08-20 03:33:29,54.79,65.99,48.97,93,100,15.52
533,Aswan,EG,2020-08-20 03:33:30,24.09,32.91,82.72,26,0,6.6
534,Miandrivazo,MG,2020-08-20 03:33:30,-19.52,45.47,70.41,59,0,0.78
535,Abu Samrah,SY,2020-08-20 03:33:30,35.3,37.18,70.18,71,0,9.26
536,Rabo De Peixe,PT,2020-08-20 03:33:30,37.8,-25.58,66.2,72,20,6.93
537,Mariel,CU,2020-08-20 03:33:30,22.99,-82.75,77.0,100,50,2.24
538,Vilcun,CL,2020-08-20 03:33:31,-38.65,-72.23,41.0,93,0,9.17
539,Quelimane,MZ,2020-08-20 03:33:31,-17.88,36.89,75.0,94,75,4.09
540,Ilam,NP,2020-08-20 03:33:31,26.92,87.92,82.4,78,75,8.05
541,Ogre,LV,2020-08-20 03:33:31,56.82,24.61,57.2,93,15,4.45
542,Schrobenhausen,DE,2020-08-20 03:33:31,48.55,11.27,63.0,87,75,2.24
543,Maniitsoq,GL,2020-08-20 03:33:32,65.42,-52.9,47.5,70,0,7.63
544,Dekar,BW,2020-08-20 03:33:32,-21.53,21.93,34.72,65,0,8.03
545,Miquelon,PM,2020-08-20 03:33:32,47.1,-56.38,64.0,90,100,15.05
546,Rio Tercero,AR,2020-08-20 03:33:32,-32.17,-64.11,25.0,41,0,8.34
547,Camana,PE,2020-08-20 03:29:44,-16.62,-72.71,58.21,79,90,10.02
548,Comodoro Rivadavia,AR,2020-08-20 03:30:01,-45.87,-67.5,53.6,50,94,14.99
549,Brasilia,BR,2020-08-20 03:28:41,-15.78,-47.93,69.8,60,9,4.7
550,Murud,IN,2020-08-20 03:33:33,18.33,72.97,80.69,86,100,9.55
551,Ayagoz,KZ,2020-08-20 03:33:34,47.97,80.44,78.03,20,24,13.67
552,Sabzevar,IR,2020-08-20 03:33:34,36.21,57.68,78.91,20,0,8.46
553,Soyo,AO,2020-08-20 03:33:34,-6.13,12.37,72.07,89,100,7.4
554,Maldonado,UY,2020-08-20 03:33:34,-34.67,-54.92,46.4,61,75,20.8
555,Maraba,BR,2020-08-20 03:33:34,-5.37,-49.12,78.8,83,22,4.7
556,Mango,US,2020-08-20 03:33:35,27.98,-82.31,77.0,100,1,2.15
557,Arlit,NE,2020-08-20 03:33:35,18.74,7.39,89.15,13,0,4.9
558,Tabuk,PH,2020-08-20 03:33:35,17.42,121.44,77.02,87,100,3.18
559,Coracora,PE,2020-08-20 03:33:35,-15.03,-73.78,39.96,68,29,1.43
560,Carnarvon,AU,2020-08-20 03:32:15,-24.87,113.63,68.0,40,83,8.05
561,Nizhniy Odes,RU,2020-08-20 03:33:36,63.64,54.86,56.71,88,100,11.12
562,Diego De Almagro,CL,2020-08-20 03:33:36,-26.37,-70.05,39.51,72,0,1.19
563,Saint-Ambroise,CA,2020-08-20 03:33:36,48.55,-71.33,55.4,87,75,12.75
564,Bazaliya,UA,2020-08-20 03:33:37,49.71,26.47,61.97,94,99,6.29
